0.456416,0.916468
0.114686,0.928436
0.336178,0.421090
0.456127,0.081167
0.196061,0.405844
0.769711,0.496246
0.273527,0.924958
0.421589,0.077639
0.224076,0.950859
0.673300,0.498934
0.234825,0.684787
0.754650,0.765216
0.477836,0.783734
0.124623,0.352635
0.355504,0.048738
0.829131,0.350241
0.590357,0.552896
0.863300,0.728927
0.963681,0.940558
0.294973,0.041723
0.547130,0.925338
0.970043,0.127155
0.386350,0.848431
0.281257,0.983459
0.772511,0.224798
0.373269,0.388184
0.777025,0.735902
0.652515,0.439611
0.152736,0.845454
0.139420,0.125271
0.968908,0.957754
0.863222,0.394761
0.852280,0.112607
0.057297,0.818908
0.814912,0.529196
0.960522,0.239180
0.008888,0.144977
0.644439,0.472201
0.057723,0.433343
0.837993,0.149842
0.636599,0.717940
0.677005,0.013234
0.324965,0.794183
0.599970,0.594320
0.959108,0.019839
0.913749,0.360547
0.806796,0.704110
0.071622,0.101130
0.577387,0.811962
0.264069,0.144002
0.842953,0.430176
0.932211,0.210071
0.326775,0.094318
0.855703,0.545488
0.972063,0.000090
0.050401,0.157344
0.478855,0.856927
0.339309,0.399656
0.363979,0.897071
0.568499,0.758434
0.581619,0.984247
0.873884,0.389687
0.173714,0.762612
0.379019,0.914306
0.905812,0.932928
0.976990,0.679770
0.823850,0.687395
0.678606,0.421572
0.515716,0.358671
0.445118,0.344406
0.834130,0.761058
0.313003,0.812051
0.792538,0.617962
0.548914,0.899894
0.073203,0.246190
0.822386,0.162358
0.059409,0.651913
0.991020,0.455095
0.489149,0.124212
0.050461,0.053133
0.572848,0.683370
0.506228,0.833380
0.103117,0.475711
0.168994,0.220248
0.745414,0.532533
0.320195,0.372306
0.756574,0.354214
0.724998,0.158284
0.013690,0.221418
0.042818,0.560342
0.960605,0.075629
0.918864,0.764331
0.270166,0.522362
0.164771,0.643600
0.874293,0.557815
0.201146,0.809639
0.648132,0.482646
0.125015,0.089653
0.393265,0.492290
0.126719,0.954119
0.380852,0.622449
0.999782,0.292677
0.876329,0.541446
0.259922,0.871728
0.979629,0.335489
0.050822,0.160476
0.130544,0.469760
0.521718,0.285130
0.179955,0.783873
0.165177,0.485451
0.290099,0.820721
0.353312,0.029894
0.757951,0.594894
0.682869,0.076931
0.271625,0.083718
0.047449,0.129775
0.390883,0.488493
0.749230,0.450185
0.192833,0.897285
0.843893,0.082183
0.463301,0.926726
0.613398,0.859267
0.366464,0.563798
0.405501,0.838626
0.645357,0.358237
0.634968,0.505700
0.825030,0.396586
0.500026,0.543759
0.370307,0.700250
0.238159,0.744386
0.016521,0.091076
0.905682,0.451158
0.268178,0.476452
0.631441,0.931228
0.264661,0.232335
0.087363,0.555441
0.324441,0.912966
0.376516,0.037123
0.216418,0.842928
0.708385,0.146784
0.711856,0.494742
0.897559,0.356253
0.594669,0.200988
0.987751,0.411625
0.390109,0.853482
0.774208,0.374215
0.610735,0.764845
0.249797,0.110038
0.589009,0.616518
0.846176,0.477556
0.842256,0.446849
0.554974,0.666703
0.639664,0.568696
0.813549,0.143481
0.600220,0.003734
0.000693,0.790521
0.768655,0.987413
0.306219,0.514289
0.359116,0.821240
0.675896,0.709957
0.947310,0.162580
0.043921,0.485222
0.137653,0.206218
0.646304,0.300574
0.404379,0.239905
0.759646,0.348376
0.413160,0.203567
0.349244,0.783745
0.202161,0.034465
0.072595,0.423643
0.598259,0.548506
0.886103,0.963911
0.695244,0.848719
0.935708,0.850452
0.993894,0.073799
0.659059,0.850565
0.198013,0.999916
0.891274,0.559903
0.402613,0.725511
0.597252,0.434235
0.739891,0.498785
0.429474,0.427961
0.286468,0.755454
0.668438,0.822217
0.729398,0.002506
0.847630,0.026124
0.409837,0.018134
0.504865,0.639273
0.779831,0.701869
0.344292,0.344622
0.961128,0.574325
0.576885,0.204524
0.055422,0.800689
0.897302,0.622296
0.062647,0.020338
