0.039004,0.490633
0.323657,0.547661
0.776866,0.212708
0.987769,0.159594
0.884510,0.547595
0.751470,0.588670
0.221157,0.674628
0.824876,0.859793
0.859039,0.579331
0.039734,0.549296
0.826581,0.092442
0.443816,0.821711
0.885580,0.298163
0.624839,0.001700
0.339662,0.918550
0.778692,0.425601
0.882541,0.599585
0.913439,0.044474
0.037020,0.088869
0.523747,0.738196
0.019623,0.692038
0.039620,0.395193
0.993949,0.700009
0.858287,0.213223
0.065175,0.928941
0.123626,0.057961
0.438583,0.076281
0.215849,0.409942
0.213767,0.094213
0.780367,0.764234
0.177442,0.699623
0.420055,0.772563
0.161463,0.711687
0.612604,0.734214
0.536938,0.994781
0.798332,0.677081
0.070234,0.992807
0.764210,0.400800
0.569992,0.888967
0.609623,0.602797
0.251885,0.816625
0.415666,0.837132
0.967237,0.958161
0.159012,0.938182
0.048828,0.916845
0.989848,0.377649
0.361739,0.260556
0.514925,0.691272
0.900209,0.068450
0.620562,0.134861
0.600154,0.130569
0.394435,0.320559
0.593207,0.149686
0.548665,0.233332
0.826710,0.874144
0.288921,0.996287
0.597110,0.151551
0.876266,0.404820
0.334691,0.086233
0.256419,0.638924
0.667273,0.436765
0.173090,0.356089
0.945238,0.357503
0.280995,0.359988
0.404180,0.696146
0.277011,0.923424
0.953186,0.291661
0.691089,0.748449
0.738738,0.865231
0.751500,0.873285
0.856408,0.156127
0.653456,0.092639
0.429892,0.921627
0.438924,0.302020
0.604744,0.733070
0.418649,0.467202
0.891156,0.506310
0.633315,0.899952
0.803694,0.723812
0.907398,0.620728
0.949054,0.139879
0.915661,0.761228
0.220393,0.271901
0.736585,0.374030
0.335674,0.160377
0.440436,0.614388
0.021242,0.432602
0.469239,0.666873
0.612884,0.685690
0.425951,0.509084
0.156262,0.964200
0.431733,0.821821
0.058823,0.664530
0.263621,0.021466
0.312618,0.268662
0.056767,0.501003
0.658690,0.220201
0.990094,0.172477
0.986189,0.252718
0.817388,0.808289
0.679316,0.455177
0.264830,0.667894
0.748992,0.207221
0.531621,0.655625
0.412629,0.772693
0.855665,0.484101
0.198902,0.067045
0.731994,0.253383
0.040914,0.215667
0.772059,0.932085
0.039094,0.486979
0.807472,0.069719
0.565722,0.135064
0.714680,0.121657
0.593779,0.546428
0.007280,0.177281
0.027923,0.049987
0.183605,0.543362
0.646574,0.694143
0.726924,0.227319
0.816288,0.313159
0.372491,0.316281
0.502076,0.522104
0.191685,0.340454
0.613624,0.246136
0.949559,0.277686
0.528513,0.566976
0.953153,0.286068
0.400364,0.976607
0.821580,0.227342
0.214979,0.716391
0.869460,0.340879
0.204468,0.289266
0.472822,0.265030
0.007464,0.004768
0.240485,0.597970
0.994591,0.676960
0.529407,0.664190
0.796293,0.798950
0.676538,0.289083
0.367470,0.689385
0.034077,0.904646
0.830117,0.684653
